City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Srednekolymsk,RU,67.45,153.6833,53.02,70,10,10.56,clear sky
348,Izhma,RU,65.0083,53.9113,63.27,66,23,2.71,few clouds
349,Hirara,JP,24.8,125.2833,83.68,79,98,13.85,overcast clouds
350,Wilmington,US,34.2257,-77.9447,93.9,70,97,5.01,overcast clouds
351,Tuatapere,NZ,-46.1333,167.6833,45.66,93,100,14.12,light rain
352,Labuhan,ID,-6.8844,112.2051,73.56,78,0,7.09,clear sky
353,Sioux Lookout,CA,50.1001,-91.917,80.91,27,18,2.66,few clouds
354,Pochutla,MX,15.7432,-96.4661,89.82,58,74,8.21,broken clouds
355,Kembe,CF,4.6228,21.8865,74.41,79,99,2.82,overcast clouds
356,Nikolskoye,RU,59.7035,30.7861,64.29,87,47,0.78,scattered clouds
357,Markivka,UA,49.5229,39.5705,72.21,41,67,3.98,broken clouds
358,Ndende,GA,-2.4008,11.3581,77.29,66,99,7.29,overcast clouds
359,Puerto Madero,MX,14.7208,-92.4215,88.0,79,40,5.75,scattered clouds
360,Codrington,AU,-38.2667,141.9667,49.73,70,99,14.41,overcast clouds
361,Okrika,NG,4.7416,7.0849,75.97,90,100,7.0,overcast clouds
362,Stephenville,US,32.2207,-98.2023,102.96,26,0,6.91,clear sky
363,Camana,PE,-16.6228,-72.7111,66.88,65,20,6.96,few clouds
364,Adrar,MR,20.5022,-10.0711,103.66,17,39,3.11,scattered clouds
365,Ulaanbaatar,MN,47.9077,106.8832,51.6,84,6,1.36,clear sky
366,Gunnedah,AU,-30.9833,150.25,40.68,76,60,3.58,broken clouds
367,Ewa Beach,US,21.3156,-158.0072,80.55,72,75,13.0,broken clouds
368,Huarmey,PE,-10.0681,-78.1522,69.1,68,2,9.95,clear sky
369,Banswada,IN,18.3833,77.8833,74.28,90,100,14.27,moderate rain
370,La Ronge,CA,55.1001,-105.2842,68.22,83,75,13.8,broken clouds
371,Nguruka,TZ,-5.1092,31.0419,68.05,39,29,5.1,scattered clouds
372,Bengkulu,ID,-3.8004,102.2655,74.43,89,2,3.74,clear sky
373,Kosonsoy,UZ,41.2561,71.5508,70.36,30,47,8.88,scattered clouds
374,Acajutla,SV,13.5928,-89.8275,86.81,61,77,6.51,broken clouds
375,Yacopi,CO,5.4595,-74.3382,74.25,61,100,2.82,light rain
376,Praia Da Vitoria,PT,38.7333,-27.0667,70.75,74,90,14.12,overcast clouds
377,Pacific Grove,US,36.6177,-121.9166,76.24,77,0,11.99,clear sky
378,San Cristobal,VE,7.7669,-72.225,71.78,89,100,6.11,overcast clouds
379,Fengzhen,CN,40.4394,113.1536,65.75,42,7,4.29,clear sky
380,Lebedyan,RU,53.0194,39.1664,63.05,89,100,7.29,overcast clouds
381,Bocana De Paiwas,NI,12.7857,-85.1227,81.48,82,74,13.58,moderate rain
382,Deputatskiy,RU,69.3,139.9,37.26,94,100,5.55,light rain
383,Talaya,RU,61.3833,152.75,69.64,66,0,14.56,clear sky
384,Benicarlo,ES,40.4165,0.4271,84.25,67,0,7.83,clear sky
385,Kununurra,AU,-15.7667,128.7333,48.18,76,33,0.0,scattered clouds
386,Calawag,PH,10.6697,119.5707,78.57,89,100,7.09,light rain
387,Hof,DE,50.3167,11.9167,63.45,64,75,11.01,broken clouds
388,Verkhoyansk,RU,67.5447,133.385,41.32,90,100,7.45,light rain
389,Alice Springs,AU,-23.7,133.8833,33.35,80,0,0.0,clear sky
390,Ushtobe,KZ,45.2514,77.9838,71.04,37,100,8.19,overcast clouds
391,Apiai,BR,-24.5094,-48.8425,69.17,56,100,4.36,overcast clouds
392,Nipawin,CA,53.3668,-104.0009,74.16,69,87,13.6,overcast clouds
393,Waipawa,NZ,-41.4122,175.5153,52.9,77,42,22.1,scattered clouds
394,Masvingo,ZW,-20.0637,30.8277,54.84,57,0,5.39,clear sky
395,Takanabe,JP,32.1333,131.5,75.33,96,100,4.05,light rain
396,Sangueya,GN,10.7,-14.3667,78.49,84,99,6.38,overcast clouds
397,Sabzevar,IR,36.2126,57.6819,78.55,17,0,15.3,clear sky
398,Broome,US,42.2506,-75.833,84.7,52,0,9.22,clear sky
399,Bilma,NE,18.6853,12.9164,99.43,13,87,5.17,overcast clouds
400,Flinders,AU,-34.5833,150.8552,49.24,76,7,9.91,clear sky
401,Maniitsoq,GL,65.4167,-52.9,42.8,89,10,17.0,clear sky
402,Campoverde,PE,-8.4753,-74.8058,83.89,49,99,1.9,overcast clouds
403,Anzio,IT,41.4853,12.6179,79.86,32,0,16.2,clear sky
404,Kavaratti,IN,10.5669,72.642,79.63,81,100,24.14,overcast clouds
405,Sibu,MY,2.3,111.8167,74.19,98,97,1.19,overcast clouds
406,Ikongo,MG,-21.8833,47.4333,59.85,96,34,0.36,light rain
407,Mayumba,GA,-3.432,10.6554,71.55,86,86,8.86,overcast clouds
408,Talnakh,RU,69.4865,88.3972,51.93,83,100,6.4,overcast clouds
409,Jinka,ET,5.65,36.65,64.35,71,82,3.74,broken clouds
410,Vikhorevka,RU,56.1201,101.1636,54.99,79,82,3.02,broken clouds
411,Laramie,US,41.3114,-105.5911,83.55,22,75,6.91,broken clouds
412,Minden,DE,52.2833,8.9167,70.02,68,72,10.36,broken clouds
413,Surgut,RU,61.25,73.4167,64.58,77,0,1.99,clear sky
414,Paskov,CZ,49.7318,18.2904,64.9,59,20,4.61,few clouds
415,Balkhash,KZ,46.844,74.9804,69.51,48,27,9.08,scattered clouds
416,Chongwe,ZM,-15.3292,28.682,56.98,60,0,4.9,clear sky
417,Savannah Bight,HN,16.45,-85.85,82.51,74,3,10.25,clear sky
418,Skibbereen,IE,51.55,-9.2667,69.12,75,0,4.97,clear sky
419,Husavik,IS,66.0449,-17.3389,47.61,80,11,6.78,few clouds
420,Rocha,UY,-34.4833,-54.3333,52.34,58,100,10.18,overcast clouds
421,Dalby,AU,-27.1833,151.2667,35.98,89,0,7.36,clear sky
422,Chunoyar,RU,57.4467,97.3217,60.17,70,100,1.92,overcast clouds
423,Pavlovsk,RU,50.4578,40.1081,72.93,40,12,7.2,few clouds
424,La Suiza,CR,9.8524,-83.6133,80.78,75,91,5.77,overcast clouds
425,Wawa,NG,9.9022,4.4192,83.5,63,87,8.5,overcast clouds
426,Mitu,CO,1.1983,-70.1733,81.7,79,85,2.84,overcast clouds
427,Aquiraz,BR,-3.9014,-38.3911,81.18,79,5,12.3,clear sky
428,Brejo Da Madre De Deus,BR,-8.1458,-36.3711,71.31,80,84,13.15,broken clouds
429,Stromness,GB,58.965,-3.296,55.36,89,100,11.99,overcast clouds
430,Sobolevo,RU,54.4299,31.8996,58.06,83,9,1.59,clear sky
431,Sankt Veit,DE,49.1,10.95,67.48,66,13,3.51,few clouds
432,Kasongo-Lunda,CD,-6.4667,16.8167,75.51,34,100,2.89,overcast clouds
433,Borinskoye,RU,52.4569,39.3713,62.65,90,26,5.97,light rain
434,Ussel,FR,45.55,2.3167,67.05,50,0,8.39,clear sky
435,Iskateley,RU,67.6803,53.1512,61.56,71,100,12.75,overcast clouds
436,San Carlos De Bariloche,AR,-41.1456,-71.3082,45.45,52,16,5.73,few clouds
437,Iquitos,PE,-3.7481,-73.2472,84.24,70,75,3.44,broken clouds
438,Ekhabi,RU,53.5102,142.9671,63.84,84,100,11.05,overcast clouds
439,Rameswaram,IN,9.2833,79.3,85.01,72,100,16.33,overcast clouds
440,San Patricio,US,28.017,-97.5169,99.32,40,0,16.96,clear sky
441,Santiago Del Estero,AR,-27.7951,-64.2615,71.28,33,0,12.53,clear sky
442,Shingu,JP,33.7333,135.9833,73.51,93,100,4.43,overcast clouds
443,Bira,RU,49.0,132.4667,68.14,100,100,3.31,overcast clouds
444,Surman,LY,32.7567,12.5716,81.72,56,0,7.25,clear sky
445,Atar,MR,20.5169,-13.0499,102.49,22,0,12.91,clear sky
446,Noumea,NC,-22.2763,166.4572,75.0,99,0,3.2,clear sky
447,Ancud,CL,-41.8697,-73.8203,46.22,81,100,17.31,light rain
448,Okha,RU,53.5739,142.9478,63.28,84,100,10.49,overcast clouds
449,Narasannapeta,IN,18.4167,84.05,79.56,89,97,5.06,heavy intensity rain
450,Dafeng,CN,23.4517,108.5881,77.34,95,95,2.15,overcast clouds
451,Oloron-Sainte-Marie,FR,43.1944,-0.6107,82.33,60,0,2.19,clear sky
452,Porto Novo,BJ,6.4965,2.6036,76.41,87,100,8.05,overcast clouds
453,Kuching,MY,1.55,110.3333,77.22,94,20,0.0,heavy intensity rain
454,Pozo Colorado,PY,-23.4923,-58.7972,87.98,36,89,10.45,overcast clouds
455,Damghan,IR,36.1683,54.348,77.4,42,0,8.21,clear sky
456,Ust-Omchug,RU,61.15,149.6333,62.73,87,86,6.58,overcast clouds
457,Lang Son,VN,21.8333,106.7333,74.26,97,100,1.66,overcast clouds
458,Riyadh,SA,24.6877,46.7219,95.14,10,86,10.49,overcast clouds
459,Boa Vista,BR,2.8197,-60.6733,85.98,66,40,8.05,scattered clouds
460,Bar Harbor,US,44.3876,-68.2039,78.94,73,75,17.27,broken clouds
461,Kangaatsiaq,GL,68.3065,-53.4641,40.15,91,42,16.17,scattered clouds
462,Kamaishi,JP,39.2667,141.8833,69.21,96,100,10.11,overcast clouds
463,Puerto Leguizamo,CO,-0.1934,-74.7819,79.3,90,85,0.69,overcast clouds
464,Faya,SA,18.3851,42.4509,64.92,67,100,5.73,light rain
465,Necochea,AR,-38.5473,-58.7368,56.41,38,23,12.28,few clouds
466,Broken Hill,AU,-31.95,141.4333,43.52,87,60,11.43,broken clouds
467,Abha,SA,18.2164,42.5053,64.65,77,0,4.61,light rain
468,Teya,RU,60.3778,92.6267,57.74,72,100,1.32,overcast clouds
469,Boddam,GB,57.4667,-1.7833,61.43,70,100,16.31,overcast clouds
470,Nyurba,RU,63.2842,118.3319,58.71,71,100,2.77,overcast clouds
471,Korla,CN,41.7597,86.1469,80.55,21,0,1.79,clear sky
472,Arlit,NE,18.7369,7.3853,98.28,11,6,11.79,clear sky
473,Iberia,US,29.9502,-91.7507,92.97,58,0,4.61,clear sky
474,Marquette,US,46.5333,-87.6335,72.77,68,2,8.3,clear sky
475,Wonthaggi,AU,-38.6044,145.5913,48.81,82,59,9.1,broken clouds
476,Tianguismanalco,MX,18.95,-98.4333,77.65,34,100,5.75,overcast clouds
477,Gondanglegi,ID,-7.7479,112.0132,70.99,82,6,10.92,clear sky
478,Yazd,IR,31.8972,54.3675,96.91,13,20,6.91,few clouds
479,Carmen,MX,18.6333,-91.8333,87.84,62,40,5.75,scattered clouds
480,Srandakan,ID,-7.9386,110.2506,72.23,82,12,4.14,few clouds
481,Mokhsogollokh,RU,61.4681,128.9203,50.77,93,34,2.24,scattered clouds
482,San Andres,CO,12.5847,-81.7006,86.02,70,75,16.11,broken clouds
483,Bikaner,IN,28.0167,73.3,92.19,53,91,15.5,overcast clouds
484,Guerrero Negro,MX,27.9769,-114.0611,78.31,55,10,14.23,clear sky
485,Sumoto,JP,34.35,134.9,78.84,89,100,7.94,overcast clouds
486,Apac,UG,1.9756,32.5386,73.62,53,92,5.99,overcast clouds
487,Santana Do Livramento,BR,-30.8908,-55.5328,59.02,85,89,11.68,overcast clouds
488,Tambura,SS,5.6,27.4667,70.16,93,52,4.7,broken clouds
489,Tabou,CI,4.423,-7.3528,76.57,82,100,10.89,overcast clouds
490,Kamina,CD,-8.7386,24.9906,63.99,40,0,5.7,clear sky
491,Vestmanna,FO,62.1564,-7.1664,49.12,87,100,18.41,overcast clouds
492,Ulladulla,AU,-35.35,150.4667,44.89,79,7,6.24,clear sky
493,Ostrovnoy,RU,68.0531,39.5131,55.31,84,100,14.74,overcast clouds
494,Hamilton,US,39.1834,-84.5333,78.24,92,75,10.36,broken clouds
495,Shimoda,JP,34.6667,138.95,72.1,85,100,3.62,overcast clouds
496,Hauterive,FR,46.0901,3.4459,74.16,58,1,5.97,clear sky
497,Zhangjiakou,CN,40.81,114.8794,69.31,42,0,5.37,clear sky
498,Olutanga,PH,7.3106,122.8464,79.63,83,100,7.09,overcast clouds
499,Tarrafal,CV,15.2833,-23.7667,79.59,82,28,10.2,scattered clouds
500,Sestri Levante,IT,44.2732,9.3968,80.51,71,0,1.01,clear sky
501,Yerbogachen,RU,61.2767,108.0108,51.73,93,15,3.49,few clouds
502,Xining,CN,36.6167,101.7667,59.49,96,71,3.87,light rain
503,Anshun,CN,26.25,105.9333,64.89,96,100,3.69,overcast clouds
504,Mogadishu,SO,2.0371,45.3438,75.65,80,71,19.6,broken clouds
505,Dunedin,NZ,-45.8742,170.5036,46.8,98,100,11.99,overcast clouds
506,Loandjili,CG,-4.7561,11.8578,70.92,89,93,4.52,overcast clouds
507,Cassilandia,BR,-19.1133,-51.7342,87.69,22,8,4.16,clear sky
508,Tura,IN,25.5198,90.2201,75.49,95,7,5.01,clear sky
509,Emerald,AU,-23.5333,148.1667,46.35,75,0,8.9,clear sky
510,Mondlo,ZA,-27.983,30.7177,50.86,69,0,3.4,clear sky
511,Ternate,ID,0.8,127.4,79.05,83,100,6.17,overcast clouds
512,Sabha,LY,27.0377,14.4283,93.97,15,0,9.71,clear sky
513,Morgan City,US,29.6994,-91.2068,91.02,67,23,1.59,few clouds
514,Shenjiamen,CN,29.9576,122.298,76.66,93,100,7.58,overcast clouds
515,Kruisfontein,ZA,-34.0033,24.7314,58.12,38,0,7.02,clear sky
516,Laela,TZ,-8.5667,32.05,60.19,55,71,5.53,broken clouds
517,Olga,RU,43.7444,135.2892,65.39,99,100,3.4,light rain
518,Brae,GB,60.3964,-1.353,52.95,84,6,21.65,clear sky
519,Seoul,KR,37.5683,126.9778,76.39,84,100,1.41,overcast clouds
520,Andra,RU,62.5147,65.8878,68.92,67,9,5.79,clear sky
521,Bela,IN,25.9333,81.9833,95.16,43,100,5.5,overcast clouds
522,Muros,ES,42.7762,-9.0603,80.17,53,0,10.02,clear sky
523,Saint-Joseph,RE,-21.3667,55.6167,66.58,77,69,16.75,broken clouds
524,Chara,RU,56.9064,118.2631,56.79,71,100,3.87,overcast clouds
525,North Bend,US,43.4065,-124.2243,77.23,78,0,10.36,clear sky
526,Awbari,LY,26.5921,12.7805,93.9,15,0,6.8,clear sky
527,Namibe,AO,-15.1961,12.1522,65.62,84,100,6.71,overcast clouds
528,Bedford,GB,52.1346,-0.4663,78.51,49,99,11.21,overcast clouds
529,Massakory,TD,12.996,15.7293,90.68,43,72,2.51,light rain
530,Warmbad,NA,-28.45,18.7333,67.24,23,0,15.66,clear sky
531,Shahreza,IR,32.0339,51.8794,86.45,17,78,6.96,broken clouds
532,Lao Cai,VN,22.4833,103.95,75.74,99,100,0.47,overcast clouds
533,Caravelas,BR,-17.7125,-39.2481,76.5,63,0,6.2,clear sky
534,Tahta,EG,26.7693,31.5021,89.44,21,100,9.82,overcast clouds
535,Uniontown,US,39.9001,-79.7164,82.58,45,97,3.76,overcast clouds
536,Zhezkazgan,KZ,47.8043,67.7144,68.99,53,100,8.37,overcast clouds
537,Khandyga,RU,62.6667,135.6,52.83,95,3,4.65,clear sky
538,Fairbanks,US,64.8378,-147.7164,73.22,57,20,4.61,haze
539,Ambon,ID,-3.6954,128.1814,75.34,100,75,4.61,moderate rain
540,Chumikan,RU,54.7183,135.315,55.85,93,100,11.61,light rain
541,Porto Walter,BR,-8.2686,-72.7439,80.67,78,43,2.04,scattered clouds
542,Porto Santo,PT,33.072,-16.3415,68.38,83,40,17.27,scattered clouds
543,Thinadhoo,MV,0.5333,72.9333,82.83,74,85,5.75,overcast clouds
544,Storsteinnes,NO,69.2408,19.2344,52.45,88,100,4.09,overcast clouds
545,Raudeberg,NO,61.9875,5.1352,50.95,95,100,27.92,light rain
546,Vagur,FO,61.4732,-6.8119,50.27,87,6,24.49,clear sky
547,Griffith,US,41.5284,-87.4237,77.29,81,100,8.05,light intensity drizzle
548,Igarka,RU,67.4667,86.5833,55.62,69,100,7.29,overcast clouds
549,Umm Kaddadah,SD,13.6017,26.6876,89.8,37,100,7.0,light rain
550,Port Hedland,AU,-20.3167,118.5667,51.85,40,0,9.22,clear sky
551,Ivanovka,KG,42.8878,75.085,66.7,41,92,2.08,overcast clouds
552,Quatre Cocos,MU,-20.2078,57.7625,66.09,65,100,21.61,light rain
553,Kudymkar,RU,59.0173,54.656,64.49,93,3,4.81,light rain
554,Clyde River,CA,70.4692,-68.5914,42.66,70,44,3.06,scattered clouds
555,Naples,IT,40.8333,14.25,79.75,47,20,13.8,few clouds
556,Bay City,US,43.5945,-83.8889,73.72,71,20,17.27,few clouds
557,Damietta,EG,31.4165,31.8133,78.26,71,1,9.15,clear sky
558,Geraldton,AU,-28.7667,114.6,55.81,30,0,19.57,clear sky
559,Bure,ET,10.7,37.0667,54.81,95,100,1.7,overcast clouds
560,Loreto,MX,22.2667,-101.9667,79.52,33,61,13.18,broken clouds
561,Bambous Virieux,MU,-20.3428,57.7575,66.22,65,85,21.77,light rain
562,Havoysund,NO,70.9963,24.6622,52.03,93,100,16.15,overcast clouds
563,Mashivka,UA,49.4431,34.8669,71.17,48,21,8.48,few clouds
564,Finnsnes,NO,69.2296,17.9811,52.41,91,100,4.43,light rain
565,Nacala,MZ,-14.5428,40.6728,70.23,75,4,7.27,clear sky
566,Ashland,US,40.8167,-82.2665,75.99,79,100,2.53,overcast clouds
567,Mingaora,PK,34.7758,72.3625,82.33,66,88,3.42,overcast clouds
568,Houlton,US,46.1262,-67.8403,77.41,47,20,12.66,few clouds
569,Tsiroanomandidy,MG,-18.7667,46.0333,60.94,62,5,5.88,clear sky
570,Peruibe,BR,-24.32,-46.9983,71.46,76,100,6.55,overcast clouds
571,Yatou,CN,37.15,122.3833,74.32,77,0,5.88,clear sky
572,Urumqi,CN,43.801,87.6005,72.55,27,0,6.71,clear sky
573,Ballina,AU,-28.8667,153.5667,45.79,78,0,9.42,clear sky
574,Panjab,AF,34.388,67.0233,61.34,38,3,5.35,clear sky
575,Aksarka,RU,66.5606,67.7975,67.08,85,100,7.31,light rain
576,Ridgecrest,US,35.6225,-117.6709,98.46,11,0,8.01,clear sky
577,Marang,MY,5.2056,103.2059,80.83,82,99,1.41,heavy intensity rain
578,Dingle,PH,10.9995,122.6711,75.99,93,100,1.21,moderate rain
579,Cap-Aux-Meules,CA,47.3821,-61.8597,59.23,90,96,20.04,overcast clouds
580,Varena,LT,54.2167,24.5667,58.64,96,100,5.08,light rain
581,Duldurga,RU,50.6761,113.5931,50.34,87,61,3.67,broken clouds
582,Columbus,US,39.9612,-82.9988,73.92,89,100,6.91,overcast clouds
583,Biryusinsk,RU,55.9634,97.8235,56.03,86,95,4.41,light rain
584,Mehamn,NO,71.0357,27.8492,49.95,93,75,6.91,light rain
585,Luganville,VU,-15.5333,167.1667,76.95,88,47,6.53,scattered clouds
586,Exeter,GB,50.7236,-3.5275,72.01,70,100,1.01,overcast clouds
587,Rexburg,US,43.826,-111.7897,85.51,23,0,5.75,clear sky
588,Isiro,CD,2.7739,27.616,72.97,66,100,0.63,overcast clouds
589,Henties Bay,NA,-22.116,14.2845,62.55,66,0,5.57,clear sky
590,Mandera,KE,3.9366,41.867,81.18,48,100,18.88,overcast clouds
591,Wuda,CN,39.4994,106.7117,80.1,20,7,8.05,clear sky
592,Sindor,RU,62.8629,51.8905,63.14,64,7,4.45,clear sky
593,Green River,US,41.5286,-109.4662,91.18,18,0,3.0,clear sky
594,Gualaquiza,EC,-3.4,-78.55,72.73,76,63,3.91,light rain
595,Emilio Carranza,MX,19.9711,-96.6114,86.72,62,66,11.07,broken clouds
596,Tabas,IR,33.5959,56.9244,94.78,9,2,4.99,clear sky
597,Iwanai,JP,42.9744,140.5089,58.69,92,96,6.85,overcast clouds
598,Vitim,RU,59.4511,112.5578,59.2,97,98,0.74,light rain
599,Hinatuan,PH,8.3722,126.3342,75.81,94,100,5.35,moderate rain
600,Wajima,JP,37.4,136.9,73.62,87,95,4.03,overcast clouds
601,Puerto Del Rosario,ES,28.5004,-13.8627,76.75,73,20,19.57,few clouds
602,Orebro,SE,59.2741,15.2066,68.18,36,0,4.61,clear sky
603,Biak,ID,-0.9131,122.8766,75.54,88,100,4.47,overcast clouds
604,Hengshui,CN,37.7322,115.7011,83.03,58,18,6.35,few clouds
605,Aksu,CN,41.1231,80.2644,79.7,34,90,8.34,overcast clouds
606,Scarborough,GB,54.2797,-0.4044,74.77,70,98,1.01,overcast clouds
607,Bandarbeyla,SO,9.4942,50.8122,74.98,80,100,33.06,overcast clouds
608,Bopfingen,DE,48.85,10.35,64.92,70,2,3.62,clear sky
609,Rockhampton,AU,-23.3833,150.5,42.69,93,0,0.0,clear sky
610,Richards Bay,ZA,-28.783,32.0377,67.26,82,0,9.48,clear sky
611,Arona,ES,28.0996,-16.681,78.69,65,0,5.75,clear sky
612,Port Blair,IN,11.6667,92.75,81.95,84,91,13.71,overcast clouds
613,Trelew,AR,-43.249,-65.3051,63.37,19,0,14.72,clear sky
614,Zeya,RU,53.75,127.2667,67.32,99,100,7.81,moderate rain
615,Herat,AF,34.5,62.0,75.51,16,0,15.39,clear sky
616,Asau,RO,46.4333,26.4,65.32,66,92,7.14,overcast clouds
617,Amapa,BR,1.0,-52.0,79.66,90,44,4.05,scattered clouds
618,Samarai,PG,-10.6167,150.6667,79.61,80,99,7.14,overcast clouds
619,Kihei,US,20.785,-156.4656,80.62,78,40,20.71,scattered clouds
620,Campo Maior,BR,-4.8278,-42.1686,87.49,46,97,3.89,overcast clouds
621,Arroio Grande,BR,-32.2375,-53.0869,54.91,63,99,10.8,overcast clouds
622,Kalmunai,LK,7.4167,81.8167,81.43,77,100,4.27,overcast clouds
623,Katangli,RU,51.7102,143.2326,59.9,93,67,5.1,broken clouds
624,Athabasca,CA,54.7169,-113.2854,67.42,74,84,1.19,broken clouds
625,Charters Towers,AU,-20.1,146.2667,53.15,86,0,3.96,clear sky
626,Arroyo,ES,41.6096,-4.7969,85.14,30,0,14.97,clear sky
627,Mareeba,AU,-17.0,145.4333,56.44,91,0,1.99,clear sky
628,Tooele,US,40.5308,-112.2983,93.22,17,0,21.85,clear sky
629,Karachi,PK,24.9056,67.0822,80.42,94,100,5.75,drizzle
630,Soyo,AO,-6.1349,12.3689,71.42,85,21,7.9,few clouds
631,Zinder,NE,13.8072,8.9881,97.03,22,100,4.81,overcast clouds
632,Sokol,RU,59.4617,40.1206,61.92,73,90,3.56,overcast clouds
633,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,73,0,18.41,clear sky
634,Dalvik,IS,65.9702,-18.5286,49.06,75,90,2.06,overcast clouds
635,Singaparna,ID,-7.3515,108.111,67.14,98,35,0.74,scattered clouds
636,Yashkul,RU,46.1711,45.3435,79.12,33,100,12.41,overcast clouds
637,Sayyan,YE,15.1718,44.3244,61.21,48,100,11.48,overcast clouds
638,Guisa,CU,20.255,-76.5386,88.83,52,38,4.05,scattered clouds
639,Lady Frere,ZA,-31.7031,27.2329,51.31,22,0,8.01,clear sky
640,Yarmouth,US,41.7057,-70.2286,80.62,51,40,10.36,scattered clouds
641,Moba,CN,33.2288,105.0179,63.19,95,50,1.99,scattered clouds
642,Urusha,RU,54.05,122.9,56.46,97,100,6.76,moderate rain
643,Vardo,NO,70.3705,31.1107,48.18,93,75,10.36,moderate rain
644,Coachella,US,33.6803,-116.1739,105.44,18,0,8.05,clear sky
645,Boende,CD,-0.2167,20.8667,80.89,56,100,3.15,overcast clouds
646,Fare,PF,-16.7,-151.0167,77.59,65,0,4.32,clear sky
647,Axim,GH,4.8699,-2.2405,76.73,86,68,11.07,light rain
648,Palmer,US,42.1584,-72.3287,87.17,44,75,9.22,broken clouds
649,Saint-Louis,SN,16.3333,-15.0,97.65,35,15,14.61,few clouds
650,El Tigre,VE,8.8875,-64.2454,84.27,58,92,11.01,overcast clouds
651,Acarau,BR,-2.8856,-40.12,83.41,69,5,16.31,clear sky
652,Hovd,MN,48.0056,91.6419,63.25,43,6,1.28,clear sky
653,Wanning,CN,18.8003,110.3967,80.35,92,52,3.0,broken clouds
654,Tezu,IN,27.9167,96.1667,75.56,97,51,3.94,broken clouds
655,Jining,CN,35.405,116.5814,79.81,80,11,5.46,few clouds
656,Palu,ID,-0.8917,119.8707,75.79,96,98,2.44,overcast clouds
657,Saint-Pierre,RE,-21.3393,55.4781,67.68,73,75,24.16,broken clouds
658,Bandarban,BD,22.1965,92.2262,75.74,98,17,2.42,few clouds
659,Matara,LK,5.9485,80.5353,79.47,85,100,12.17,overcast clouds
660,Vostok,RU,46.4856,135.8833,61.03,93,100,4.94,light rain
661,Haines Junction,CA,60.7522,-137.5108,65.52,44,15,6.06,few clouds
662,Kang,BW,-23.6752,22.7876,59.18,39,0,6.67,clear sky
663,West Wendover,US,40.7391,-114.0733,94.21,11,0,17.27,clear sky
664,Sechura,PE,-5.5569,-80.8222,76.66,54,13,12.82,few clouds
665,Agadir,MA,30.4202,-9.5982,92.5,36,37,0.98,scattered clouds
666,Sherlovaya Gora,RU,50.5667,116.25,52.34,81,100,13.58,moderate rain
667,Xai-Xai,MZ,-25.0519,33.6442,65.3,82,0,5.66,clear sky
668,Sept-Iles,CA,50.2001,-66.3821,64.06,68,97,3.0,overcast clouds
669,Nuuk,GL,64.1835,-51.7216,54.21,66,20,5.75,few clouds
670,Aasiaat,GL,68.7098,-52.8699,39.25,91,86,11.23,overcast clouds
671,Kaseda,JP,31.4167,130.3167,79.7,88,97,7.65,light rain
672,Tigil,RU,57.8,158.6667,62.37,87,30,10.33,scattered clouds
673,Manggar,ID,-2.8833,108.2667,80.35,79,15,8.05,few clouds
674,Esso,RU,55.9333,158.7,66.43,80,100,4.14,overcast clouds
675,Meylan,FR,45.2199,5.7901,78.28,64,7,4.16,clear sky
676,Alushta,UA,44.6667,34.4167,73.54,81,3,1.66,clear sky
677,Kupang,ID,-10.1667,123.5833,74.77,85,81,12.15,broken clouds
678,Imeni Poliny Osipenko,RU,52.4201,136.4853,69.24,97,100,2.95,overcast clouds
